"Source","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","ID"
"Awoken Dragon","Trance Lancer","PHY","Single enemy","Physical","4.53","Wind, NE","0.01","Three single ranged attacks (1.51 each), restores 1000 HP to all allies every second activation","Y","Lowest HP% enemy","0","Dragoon","31540795"
"Six Dragon Hunt Follow-Up","Six Dragon Hunt","PHY","Single enemy","Physical","4.02","Wind, NE","0.01","Six single ranged attacks (0.67 each), causes [Debuff Earth 10% (15s)]","Y","Lowest HP% enemy","0","Dragoon","31540787"
"Knightslayer Follow-Up","Knightslayer","PHY","Single enemy","Physical","2.00","Holy, NE","0.01","2/4 single attacks (0.57/0.50 each) if Steiner isn't/is alive, 0%/100% additional critical chance if Steiner isn't/is alive, grants [Quick Cast 1] to the user","Y","Lowest HP% enemy","0","Knight","31541257"
"Emerald Gleam Follow-Up","Emerald Gleam","WHT","All allies","","","","0.01","Restores 1000 HP","N","All allies","0","Summoning","31541249"
"Dual Awoken Chant Mode II (Garnet - Lightning)","Dual Light of Protection","NAT","All allies","","","","0.01","Restores 2000 HP, grants [40% Damage Reduction Barrier 1]","N","All allies","0","Bard","31541346"
"Balefire Pyre Mode","Dual Crushing Firaga","BLK","Single enemy","Magical","8.46","Fire, NE","0.01","One single attack (8.46) capped at 99999","Y","Lowest HP% enemy","0","Black Magic","31541596"
"Treasure Rush Follow-Up","Treasure Rush","PHY","Single enemy","Physical","2.56","Wind, NE","0.01","8/12/16 single attacks (0.32 each) after 1+3n/2+3n/3+3n uses, 100% hit rate","Y","Lowest HP% enemy","0","Thief","31541754"
"Chain Force Mode: Kuja - Dark","Dark Guidance: Kuja","BLK","Single enemy","Magical","7.92","Dark, NE","0.01","Six single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31541857"
"Awoken Reaper","Dark Divider","BLK","Single enemy","Magical","14.64","Dark, NE","0.01","Six single attacks (2.44 each), grants [Darkness +30% Boost 1] to the user every second cast","Y","Lowest HP% enemy","0","Black Magic","31541858"
"Chain Force Mode: Vivi - Fire","Fire Guidance: Vivi","BLK","Single enemy","Magical","8.20","Fire, NE","0.01","One single attack (7.80/8.20) capped at 99999 scaling with uses, grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Black Magic","31541846"
"Dual Awoken Kindred Mode I (Eiko)","Dual Terra Storm","SUM","Single enemy","Magical","8.16","Wind, Holy, NE","0.01","Four single attacks (2.04 each), grants [Quick Cast 1] to the user","N","Lowest HP% enemy","0","Summoning","31542065"
"Dual Awoken Kindred Mode II (Eiko)","Dual Light Cure","WHT","All allies","","","","0.01","Restores HP (55), grants [Quick Cast 1]","N","All allies","0","White Magic","31542066"
"Chain Force Mode (Amarant - Fire)","Flame Guidance: Amarant","PHY","Single enemy","Physical","1.92","Fire, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","31542073"
"Dual Awoken Spellblade Mode II (Steiner)","Dual Loyal Spellblade","PHY","Single enemy","Physical","2.57","Fire, Ice, Lightning, NE","0.01","One single attack (2.57) capped at 99999, causes [DEF, RES and MND -70% (8s)] if 0-3 FF9 allies are alive, grants [ATK, DEF, MAG and RES +30% (8s)] to all allies if 4+ FF9 allies are alive","Y","Lowest HP% enemy","0","Spellblade","31542067"
"Awoken Sword Art Rush","Spellblade Rush","PHY","Single enemy","Physical","4.20","Fire, Ice, Lightning, NE","0.01","Six single attacks (0.70 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31542076"
"Chain Force Mode (Steiner)","Kindred Guidance: Steiner","PHY","Single enemy","Physical","1.99","Fire, Ice, Lightning, NE","0.01","One single attack (1.89/1.99) capped at 99999, grants [(Fire/Ice/Lightning) Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Spellblade","31542072"
"Dual Awoken Knight Mode I (Beatrix)","Dual Seiken","PHY","Single enemy","Physical","3.06","Holy, NE","0.01","Three single attacks (1.02 each), 100% hit rate, grants [100% Critical 3] to the user","Y","Lowest HP% enemy","0","Knight","31542168"
"Dual Awoken Knight Mode II (Beatrix)","Dual Climhazzard","PHY","Single enemy","Physical","2.36","Holy, NE","0.01","4/5/6 single attacks (0.59 each) scaling with uses, 100% hit rate","Y","Lowest HP% enemy","0","Knight","31542169"
"Awoken One-Eyed General","Seiken Raid","PHY","Single enemy","Physical","4.32","Holy, NE","0.01","Six single attacks (0.72 each), 100% hit rate","Y","Lowest HP% enemy","0","Knight","31542172"
"Dual Awoken Ballad Mode I (Garnet - Holy)","Dual Power of Fate","SUM","Single enemy","Magical","7.50","Holy, NE","0.01","One single attack (7.50) capped at 99999","N","Lowest HP% enemy","0","Summoning","31542264"
"Dual Awoken Highborn Mode II (FuSoYa v2)","Moonflower Mystery","WHT","Single enemy","Magical","12.80","Holy, NE","0.01","Four single attacks (3.20 each) and grants [Holy +30% Boost 1] to all allies","Y","Lowest HP% enemy","0","White Magic","31542534"
"Zenith Mode: Garnet (Summoning/Bard)","Spirit Attack: Garnet (Lightning)","SUM","Single enemy","Magical","6.00","Lightning, NE","0.01","Four single attacks (1.50 each), causes [Imperil Lightning (5s)]","N","Lowest HP% enemy","0","Summoning","31542542"
"Zenith Mode: Queen (Lightning)","Spirit Attack: Queen (Lightning)","NAT","Self","","","","0.01","Grants [Buff Lightning 20% (15s)] and [Lightning Ability Instant Cast 3] to the user","N","Self","0","Special","31542544"
"Zenith Mode: Cloud of Darkness (Lightning)","Spirit Attack: Cloud of Darkness (Lightning)","NAT","Single enemy","","","","0.01","Causes [Imperil Lightning 10% (15s)] to the target","N","Lowest HP% enemy","0","Special","31542546"
"Dual Awoken Ballad Mode I (Garnet)","Dual Thundercloud Rhapsody","SUM","Single enemy","Magical","8.04","Lightning, Holy, NE","0.01","Four single attacks (2.01 each)","N","Lowest HP% enemy","0","Summoning","31542548"
"EX: Ace","Run & Shoot","PHY","Single enemy","Physical","1.92","Water, NE","0.01","Six single ranged attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","30511912"
"Ace Shot Follow-Up","Ace Shot","PHY","Single enemy","Physical","5.28","Water, NE","0.01","One single ranged attack (5.28) capped at 99999","Y","Lowest HP% enemy","0","Sharpshooter","30549079"
"EX: Last Summoner","Sonic Ray","SUM","Single enemy","Magical","7.70","Holy, Wind, NE","0.01","Five single attacks (1.54 each), minimum damage 1100","N","Lowest HP% enemy","0","Summoning","30543084"
"Fury Follow-Up","Fury Follow-Up","BLK","Single enemy","Magical","2.70","Ice, Water, NE","0.01","Five single attacks (0.54/0.83/1.12/1.42/1.73 each) at rank 1/2/3/4/5 of the triggering ability","Y","Lowest HP% enemy","0","Black Magic","30541221"
"Aqua Toxin Follow-Up","Aqua Toxin","PHY","Single enemy","Physical","1.20","Water, NE","0.01","Two single attacks (0.60 each), 35% chance to cause [Imperil Water 10%] for 15 seconds","Y","Lowest HP% enemy","0","Machinist","30549054"
"Beast Rush Follow-Up","Beast Rush","PHY","Single enemy","Physical","1.92","Fire, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","30548026"
"Beast Stream","Beast Stream","PHY","Single enemy","Physical","1.92","Dark, Fire, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Darkness","30549663"
"Savage Follow-Up","Savage Follow-Up","BLK","Single enemy","Magical","8.52","Dark, NE","0.01","2/3/4/5/6 single attacks (1.42 each) at rank 1/2/3/4/5 of the triggering ability","Y","Lowest HP% enemy","0","Black Magic","30541171"
"Broken Commandment Follow-Up","Broken Commandment","PHY","Single enemy","Physical","5.28","Fire, NE","0.01","One single attack (5.28) capped at 99999, causes [DEF, RES and MND -70%] for 8 seconds","Y","Lowest HP% enemy","0","Samurai","30549215"
"Ice-touched Water Follow-Up","Ice-touched Water","BLK","Single enemy","Magical","12.08","Ice, Water, NE","0.01","Eight single attacks (1.51 each)","Y","Lowest HP% enemy","0","Black Magic","30541323"
"Awoken Kindred","Friendship Crystal","WHT","All allies","Magical","2.00","Holy","0.01","Restores HP (10/15/25/35/45) at rank 1/2/3/4/5 of the triggering ability, damages undead","N","All allies","0","White Magic","30542718"
"Direct Volley Follow-Up","Direct Volley","PHY","Single enemy","Physical","2.88","Water, NE","0.01","Six single ranged attacks (0.48 each)","Y","Lowest HP% enemy","0","Sharpshooter","30549176"
"Dark Perfection Mode","Execution Shot (Dark)","PHY","Single enemy","Physical","1.95","Dark, NE","0.01","Five single ranged attacks (0.39 each), 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","30549274"
"Fire Perfection Mode","Execution Shot (Fire)","PHY","Single enemy","Physical","1.95","Fire, NE","0.01","Five single ranged attacks (0.39 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","30549275"
"Forbidden Incantation Follow-Up","Forbidden Incantation","NAT","All enemies","","","","0.01","Causes [Imperil Dark 10% (15s)], removes positive effects","Y","All enemies","0","Darkness","30549860"
"Crimson Wildfire Follow-Up","Crimson Wildfire","SUM","Single enemy","Magical","16.62","Fire, NE","0.01","Six single attacks (2.77 each), grants [Buff Fire 10% (15s)] to all allies","N","Lowest HP% enemy","0","Summoning","30543011"
"Innocent Prism Follow-Up","Innocent Prism","SUM","Single enemy","Magical","11.00","Holy, Wind, NE","0.01","One single attack (11.00) capped at 99999","N","Lowest HP% enemy","0","Summoning","31540130"
"Awoken Whistle","Practiced Smile","WHT","All allies","","","","0.01","Restores HP (10/15/25/35/45) at rank 1/2/3/4/5 of the triggering ability","N","All allies","0","White Magic","31540135"
"Third Activation Mode","Toy Break","BLK","Single enemy","Magical","16.40","Ice, Water, Lightning, NE","0.01","One single attack (16.40) capped at 99999, removes [Third Activation Mode] from the user","Y","Lowest HP% enemy","0","Witch","31540360"
"Awoken Mage's Smile","Recollection Fury","BLK","Single enemy","Magical","14.28","Ice, Water, Lightning, NE","0.01","Six single attacks (2.38 each)","Y","Lowest HP% enemy","0","Witch","31540362"
"Fatherly Respect Follow-Up","Fatherly Respect","PHY","Single enemy","Physical","3.46","Dark, Fire, NE","0.01","One single ranged attack (3.46) capped at 99999, 100% additional critical chance if Tidus is alive","Y","Lowest HP% enemy","0","Sharpshooter","31540408"
"Blue Spear Follow-Up","Blue Spear","PHY","Single enemy","Physical","2.56","Water, NE","0.01","4/8 single ranged attacks (0.32) every 1+2n/2+2n uses, 100% hit rate","Y","Lowest HP% enemy","0","Dragoon","31540409"
"Maester Mode","Dangerous Thoughts","NAT","Single enemy","","","","0.01","Causes [Imperil Dark 10% (15s)], grants [HP Stock (1500)] and [20% Damage Reduction Barrier 1] to the user","N","Lowest HP% enemy","0","Darkness","31540414"
"Awoken High Summoner","Flamebeast Flex","SUM","Single enemy","Magical","14.64","Fire, NE","0.01","Six single attacks (2.44 each), grants [Buff Fire 10% (15s)] to the user every second cast","N","Lowest HP% enemy","0","Summoning","31541021"
"Break Buster Follow-Up","Break Buster","PHY","Single enemy","Physical","2.00","Water, NE","0.01","Four single attacks (0.50 each), 100% hit rate, restores 1000 HP to all allies if Yuna is alive, causes [ATK, DEF, MAG and RES -30% (8s)] if Rikku is alive","Y","Lowest HP% enemy","0","Spellblade","31541214"
"Neophyte Warrior Mode","Hard Tackle","PHY","Single enemy","Physical","1.68","Water, NE","0.01","Six single ranged attacks (0.28/0.32/0.36/0.40/0.44 each) scaling with uses, 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","31541225"
"Bushido Edge Mode","Crushing Blaze","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 30% (5s)], removes [Bushido Edge Mode] from the user","N","Lowest HP% enemy","0","Samurai","31541236"
"Awoken Guiding Guardian","Blade of Allegiance","PHY","Single enemy","Physical","4.32","Fire, NE","0.01","Six single attacks (0.72 each), 100% hit rate, 100% additional critical chance if Braska or Jecht are alive, causes [Imperil Fire 10% (15s)] every second cast","Y","Lowest HP% enemy","0","Samurai","31541241"
"Versatile Bomb Follow-Up","Versatile Bomb","PHY","Single enemy","Physical","3.00","Water, NE","0.01","2/4/6 single ranged attacks (0.50 each) if 0-1/2-3/4+ of the target's stats are lowered, grants [Water Ability +15% Boost 1]/[Water Ability +30% Boost 1] if 2/4+ of the target's stats are lowered","Y","Lowest HP% enemy","0","Machinist","31541232"
"Awoken Salvager","Hydro Grenade","PHY","Single enemy","Physical","4.32","Water, NE","0.01","Six single ranged attacks (0.72 each), 100% hit rate","Y","Lowest HP% enemy","0","Machinist","31541238"
"Spirited Guardian Mode","Al Bhed Aid","NAT","Single enemy","","","","0.01","Causes [Imperil Water 10% (15s)]/[Imperil Prismatic 10% (15s)]","N","Lowest HP% enemy","0","Thief","31541239"
"Awoken High Summoner Mode","Crimson Wish","SUM","Single enemy","Magical","8.16","Fire, NE","0.01","Four single attacks (2.04 each)","N","Lowest HP% enemy","0","Summoning","31520058"
"Dual Awoken Kindred Mode II (Yuna)","Dual Future's Prayer","WHT","All allies","","","","0.01","Restores HP (55), grants [HP Stock (2000)] and [Quick Cast 1]","N","All allies","0","White Magic","31541512"
"Dual Awoken Water Mode II (Paine)","Dual Raging Flow","NAT","All allies","","","","0.01","Grants [Buff Water 10% (15s)] and [Quick Cast 1]","N","All allies","0","Special","31541619"
"Awoken Full Throttle Water","Marine Sword","PHY","Single enemy","Physical","4.00","Water, NE","0.01","One single attack (4.00) capped at 99999, 100% hit rate, grants [Quick Cast 1] to all allies","Y","Lowest HP% enemy","0","Spellblade","31541622"
"Hydro Shock Follow-Up","Hydro Shock","PHY","Single enemy","Physical","5.28","Water, NE","0.01","One single ranged jump attack (5.28) capped at 99999, 100% hit rate, grants [Soul Break Gauge +250] to the user","Y","Lowest HP% enemy","0","Dragoon","31541778"
"Awoken Sphere Hunter","White Wisdom (White Magic)","WHT","Single enemy","Magical","15.33","Holy, Wind, NE","0.01","Three single attacks (5.11 each), restores HP (25) to all allies","Y","Lowest HP% enemy","0","White Magic","31541776"
"Awoken Sphere Hunter","White Wisdom (Summoning)","SUM","Single enemy","Magical","14.46","Holy, Wind, NE","0.01","Six single attacks (2.41 each)","N","Lowest HP% enemy","0","Summoning","31541779"
"Chain Force Mode (Tidus)","Water Guidance: Tidus","PHY","Single enemy","Physical","2.05","Water, NE","0.01","One single ranged attack (1.95/2.05) capped at 99999 scaling with uses, grants [Water Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Sharpshooter","31541922"
"Dual Awoken Sharpshooter Mode I (Wakka)","Dual Wither Shot","PHY","Single enemy","Physical","4.08","Water, NE","0.01","Four single ranged attacks (1.02 each), 100% hit rate, causes [DEF, RES and MND -70% (8s)] and [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","0","Sharpshooter","31541917"
"Chain Force Mode (Auron)","Fire Guidance: Auron","PHY","Single enemy","Physical","2.05","Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with uses, 100% hit rate, grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Samurai","31542144"
"Dual Awoken Legend Mode I (Jecht)","Dual Beast Stream","PHY","Single enemy","Physical","4.20","Dark, Fire, NE","0.01","Six single attacks (0.63 each), 0.70 each if exploiting Dark or Fire weakness, 100% hit rate","Y","Lowest HP% enemy","0","Monk","31542290"
"Chain Force Mode (Jecht)","Kindred Guidance: Jecht","PHY","Single enemy","Physical","2.05","Dark, Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999, 100% hit rate, grants [Dark/Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Sharpshooter","31542294"
"Dual Awoken Dark Mode I (Seymour)","Dual Evil Spear","SUM","Single enemy","Magical","11.28","Dark, NE","0.01","One single attack (11.28) capped at 39999/99999 if the target's Dark resistance has been lowered by 0-10%/20%+","Y","Lowest HP% enemy","0","Summoning","31542291"
"Dual Awoken Whistle Mode I (Yuna)","Dual Smile Practice","WHT","All allies","","","","0.01","Restores HP (25/27.5/30) scaling with uses","Y","Lowest HP% enemy","0","White Magic","31542289"
"Chain Force Mode (Yuna)","Holy Guidance: Yuna","SUM","Single enemy","Magical","7.80","Holy, NE","0.01","One single attack (7.80/8.20) capped at 99999 scaling with uses, grants [Holy Ability Quick Cast 2] to the user","N","Lowest HP% enemy","0","Summoning","31542293"
"Beg For Your Life Mode","I'll Hit You!","PHY","Single enemy","Physical","2.01","Water, NE","0.01","Three single attacks (0.67 each), 100% hit rate, grants [Buff Prismatic 10% (15s)] to the ally who triggered this ability","Y","Lowest HP% enemy","0","Spellblade","31542476"
"Abyssal Bite Follow-Up","Abyssal Bite","PHY","Single enemy","Physical","2.24","Dark, NE","0.01","Seven single attacks (0.32 each), damages the user for 15% max HP","Y","Lowest HP% enemy","0","Darkness","30549066"
"Glimpse of Divinity Follow-Up","Glimpse of Divinity","NAT","Single enemy","","","","0.01","Causes [Imperil Holy 10%] for 15 seconds","N","Lowest HP% enemy","0","White Magic","30542165"
"Accomplice Follow-Up","Accomplice","NAT","Single enemy","","","","0.01","Causes [Imperil Water 10% (15s)], grants [Buff Water 10% (15s)] to the user","Y","Lowest HP% enemy","0","Thief","30108001"
