"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"VII","Elena","","Apex Sparkcharged Bombardment","ADSB","PHY","Single enemy","Physical","30.00","Fire, Lightning, NE","2.50","Twenty single ranged attacks (1.00/1.10 each) capped at 9999/19999, followed by one single ranged attack (10.00/11.00) capped at 99999 at Apex Sparkcharged Bombardment level 0/1, removes Arcane Dyad Empowered: Elena from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Caldera (VII)","電導爆発・極","23020015"
"VII","Elena","","Zenith Rookie Rampage","ZSB","PHY","Single enemy","Physical","6.30","Fire, Lightning, NE","2.50","Seven single ranged attacks (0.90 each) capped at 19999, grants [Attach Fire 2 with Stacking]/[Attach Lightning 2 with Stacking] based on entry element damage, [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Elena] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Commander+ (VII)","究極暴走ルーキー","23020018"
"VII","Elena","","Divine Might: Elena","OZSB","PHY","Single enemy","Physical","51.20","Fire/Lightning","2.50","Seven single ranged attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single ranged piercing attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-1/2-3/4/5 VII allies","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Revolver (VII)","神威・イリーナ","23020019"
"VII","Elena","","Continuous Flash: Elena","Glint++","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Fire/Lightning)], [Soul Break Gauge +250] and [200% ATB 1] to the user","N","Self","","","Fire/Lightning Damage Up, DRB","Spica (VII)","連閃・イリーナ","23020021"
"VII","Genesis","","Laceration","Default","PHY","Single enemy","Physical","1.50","Fire","2.50","One single attack (1.50)","N","Lowest HP% enemy","250","","","-","斬撃","23470001"
"VII","Genesis","","Genesis Rhapsody","AASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000], [Brave Mode] and [Instant Cast 1] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Red Rapier (CC) (VII)","ジェネシス・ラプソディ","23470002"
"VII","Genesis","","SOLDIER's Epic","AOSB","PHY","Single enemy","Physical","19.00","Fire","2.50","Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Genesis's Guise (CC) (VII)","ソルジャーズ・エピック","23470003"
"VII","Genesis","","Apocalypse Genesis","USB","PHY","Single enemy","Physical","7.10","Fire, NE","2.50","Ten single attacks (0.71 each), grants [High Quick Cast 1], [Attach Fire], [50% Critical] and [Fire High Quick Cycle] to the user","N","Lowest HP% enemy","500","ATK +10","","Genesis's Guise (DoC) (VII)","アポカリプス・G","23470004"
"VII","Genesis","","Epic of Creation","Glint+","NAT","Self","","","","0.01","Grants [Attach Fire Stacking], [Attach Fire] and [Heat Reciter Follow-Up], damages the user for 99% current HP","N","Self","0","ATK +10","","Blood Sword (CC) (VII)","創世の叙事詩","23470005"
"VII","Genesis","","Epic of Destruction","Glint","NAT","Self","","","","0.01","Grants [Attach Fire Stacking], [Attach Fire] and [High Quick Cast 2]","N","Self","250","ATK +10","","Evil Slayer (CC) (VII)","崩壊の叙事詩","23470006"
"VII","Genesis","","Purgatorial Wave","SASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Black Flurry Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Rune Rapier (CC) (VII)","煉獄からの衝動","23470007"
"VII","Genesis","","Epic of Heroism","Glint+","NAT","Self","","","","0.01","Grants [Damage Cap +10000] and [Instant Cast 1]","N","Self","0","ATK +10","","Astral Sword (CC) (VII)","英傑の叙事詩","23470009"
"VII","Genesis","","LOVELESS (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Genesis], [LOVELESS Damage Tracker] and [LOVELESS Level]","N","Self","0","","Stat Boon","Red Rapier+ (CC) (VII)","LOVELESS","23470010"
"VII","Genesis","","LOVELESS","ADSB","PHY","Single enemy","Physical","30.00","Fire, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at LOVELESS level 0/1/2, removes Arcane Dyad Empowered: Genesis from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Red Rapier+ (CC) (VII)","LOVELESS","23470010"
"VII","Genesis","","Awoken Apocalypse Genesis","DASB","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire with Stacking], [Damage Cap +10000], [Dual Awoken Fire Mode I (Genesis)] and [Fire Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Dreadnaught (CC) (VII)","覚醒アポカリプス・G","23470013"
"VII","Genesis","","Awoken Apocalypse Genesis (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Fire Mode II (Genesis)]","N","Self","0","","","Dreadnaught (CC) (VII)","覚醒アポカリプス・G","23470013"
"VII","Genesis","","For Salvation","SASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK and MND +30%, DEF and RES +25% (25s)] to all allies, grants [Synchro Mode], [Attach Fire 3 with Stacking], [Damage Cap +10000] and [Light of Creation Follow-Up] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Lohengrin (CC) (VII)","星の希望の雫となりて","23470016"
"VII","Genesis","","SOLDIER in Red","AASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Critical Damage +50%], [Attach Fire with Stacking], [Awoken Fire], [Damage Cap +10000], [Fire Ability Quick Cast (15s)] and [Flames of Doom Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Power Wrist (CC) (VII)","紅きソルジャー","23470017"
"VII","Genesis","","Zenith Aldebaran","ZSB","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [200% ATB 2] to all allies if there are 4+ Spellblade or VII allies in the party, grants [Attach Fire 3 with Stacking], [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Genesis] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Wild Rose (CC) (VII)","究極アルデバラン","23470018"
"VII","Genesis","","Divine Might: Genesis","OZSB","PHY","Single enemy","Physical","51.20","Fire","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-1/2-3/4/5 Spellblade or VII allies","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Silvance (CC) (VII)","神威・ジェネシス","23470019"
"VII","Genesis","","Continuous Flash: Genesis (Fire)","Glint++","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Soul Break Gauge +250] and [200% ATB 1] to the user","N","Self","","","Fire Damage Up, DRB","Balmung (CC) (VII)","連閃・ジェネシス炎","23470020"
"VIII","Squall","","Blade Flurry","Default","PHY","Single enemy","Physical","1.80","-","2.75","Three single attacks (0.60 each)","Y","Random enemy","250","","","-","連続剣","20350001"
"VIII","Squall","","Rough Divide","SB","PHY","Single enemy","Physical","4.80","-","3.00","One single attack (4.80)","N","Lowest HP% enemy","250","","","Revolver (VIII)","ラフディバイド","20350002"
"VIII","Squall","","Fated Circle","SB","PHY","All enemies","Physical","4.65","-","3.00","Three single attacks (0.85 each), followed by one group ranged attack (2.10)","N","All enemies","250","","","Shear Trigger (VIII)","フェイテッドサークル","20350003"
"VIII","Squall","","Blasting Zone","SSB","PHY","Single enemy","Physical","8.00","-","2.50","Four single ranged attacks (2.00 each)","N","Lowest HP% enemy","500","ATK +10","","Cutting Trigger (VIII)","ブラスティングゾーン","20350004"
"VIII","Squall","","Lion's Roar","BSB","PHY","All enemies","Physical","6.16","-","2.50","Four group ranged attacks (1.54 each), grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Twin Lance (VIII)","獅子奮迅","20350005"
"VIII","Squall","","Mystic Flurry","SB","PHY","Single enemy","Physical","5.10","Ice","2.50","Five single ranged attacks (1.02 each), grants [Attach Ice] to the user","N","Lowest HP% enemy","250","","","Squall's Jacket (VIII)","魔法連撃","20350006"
"VIII","Squall","","Sub-Zero Blast","OSB","PHY","Single enemy","Physical","12.00","Ice, NE","2.50","One single attack (12.00) capped at 99999","N","Lowest HP% enemy","500","ATK +10","","Punishment (VIII)","ブラスティング・ゼロ","20350007"
"VIII","Squall","","Steely Blade","BSB","PHY","Single enemy","Physical","6.64","Ice, NE","2.50","Eight single attacks (0.83 each), grants [Haste], [Attach Ice] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Axis Blade (VIII)","冷刃","20350008"
"VIII","Squall","","Brutal Blast","USB","PHY","Single enemy","Physical","7.47","Ice, NE","2.50","Nine single attacks (0.83 each), grants [High Quick Cast 2] and [EX: SeeD] to the user","N","Lowest HP% enemy","500","ATK +10","","Icebrand (VIII)","ブルータルシェル","20350009"
"VIII","Squall","","Blasting Drive","AOSB","PHY","Single enemy","Physical","24.00","Ice","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Enkindler (VIII)","ブラスティングドライヴ","20350010"
"VIII","Squall","","Blasting Aura","Glint","NAT","Self","","","","0.01","Grants [Attach Ice Stacking], [Attach Ice] and [High Quick Cast 2]","N","Self","250","ATK +10","","Squall's Contempt (VIII)","ブラスティングオーラ","20350011"
"VIII","Squall","","Lion of Destiny","USB","PHY","Single enemy","Physical","6.96","Ice, NE","2.50","Twelve single attacks (0.58 each), grants [Attach Ice] and [EX: Lion] to the user","N","Lowest HP% enemy","500","ATK +10","","Diamond Heart (VIII)","運命の獅子","20350012"
"VIII","Squall","","Fated Fangs","USB","PHY","Single enemy","Physical","7.10","Fire, NE","2.50","Ten single attacks (0.71 each), grants [Attach Fire], [EX: Heart of the Lion] and [Lionheart 0] to the user","N","Lowest HP% enemy","500","ATK +10","","Flame Saber+ (VIII)","フェイテッド・ファング","20350013"
"VIII","Squall","","Revolver Drive","BSB","PHY","Single enemy","Physical","6.64","Fire, NE","2.50","Eight single attacks (0.83 each), grants [Attach Fire] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Balamb Mercenary C (VIII)","リボルバードライヴ","20350014"
"VIII","Squall","","Revolver Overdrive","AOSB","PHY","Single enemy","Physical","24.00","Fire","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Flame Heart (VIII)","リボルバーマキシマム","20350015"
"VIII","Squall","","Double Junction","USB","PHY","Single enemy","Physical","7.10","Ice, Fire","2.50","Ten single attacks (0.71 each), grants [High Quick Cast], [Double Junction] and [Brave Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Twin Lance+ (VIII)","ダブルジャンクション","20350016"
"VIII","Squall","","Fated Aura","Glint","NAT","Self","","","","0.01","Grants [Attach Fire Stacking], [Attach Fire] and [High Quick Cast 2]","N","Self","250","ATK +10","","Tidal Heart (VIII)","フェイテッドオーラ","20350017"
"VIII","Squall","","Fatal Frost","AASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Ice], [Awoken Ice], [Damage Cap +10000], [Quick Cast] and [Blasting Frost] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Cutting Trigger+ (VIII)","エンドオブフリーズ","20350021"
"VIII","Squall","","Cross Your Heart","SASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Ice 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Chase Blade Follow-Up] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Shear Trigger+ (VIII)","クロスオブハート","20350022"
"VIII","Squall","","Blasting Force","Glint+","NAT","Self","","","","0.01","Grants [Attach Ice Stacking], [Attach Ice] and [Instant Cast 1]","N","Self","0","ATK +10","","Combat Blade (VIII)","ブラスティングフォース","20350023"
"VIII","Squall","","End of Flame","AASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000], [Quick Cast], [Buff Fire 30% (15s)] and [Fated Burn Finisher] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Dragon's Heart (VIII)","エンドオブフレイム","20350024"
"VIII","Squall","","Fated Force","Glint+","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Red Cap (VIII)","フェイテッドフォース","20350025"
"VIII","Squall","","Fated Flame","SASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Revived Lion's Soul] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Flare Revolver (VIII)","フェイテッド・フレイム","20350026"
"VIII","Squall","","Lion Heart (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Squall (Ice)], [Lion Heart Damage Tracker] and [Lion Heart Level]","N","Self","0","","Stat Boon","Lion Heart (VIII)","エンドオブハート","20350027"
"VIII","Squall","","Lion Heart","ADSB","PHY","Single enemy","Physical","30.00","Ice, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Lion Heart level 0/1/2, removes Arcane Dyad Empowered: Squall (Ice) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Lion Heart (VIII)","エンドオブハート","20350027"
"VIII","Squall","","Burst Blade","SASB","PHY","Single enemy","Physical","9.00","Ice, Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Switch Draw Mode III (Ice/Fire)], [Synchro Mode], [Damage Cap +10000], [Junk Shop Mode], [Junk Shop Mode Critical] and [Draw Revolver Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Punishment+ (VIII)","バーストブレード","20350031"
"VIII","Squall","","Blasting Draw","AASB","PHY","Single enemy","Physical","9.00","Ice, Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK and DEF +30% (25s)], [Switch Draw Mode II (Ice/Fire)], [Awoken Lion], [Damage Cap +10000] and [Spellblade +30% Boost] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Mirage Vest (VIII)","ブラスティングドロー","20350032"
"VIII","Squall","","Apex Draw & Junction (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Squall (Fire)], [Apex Draw & Junction Damage Tracker] and [Apex Draw & Junction Level]","N","Self","0","","Stat Boon","Durandal (VIII)","Ｄ＆ジャンクション・極","20350034"
"VIII","Squall","","Apex Draw & Junction","ADSB","PHY","Single enemy","Physical","30.00","Fire, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Apex Draw & Junction level 0/1/2, removes Arcane Dyad Empowered: Squall (Fire) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Durandal (VIII)","Ｄ＆ジャンクション・極","20350034"
"VIII","Squall","","Bond (Squall)","CSB+","NAT","All allies","","","","0.01","Activates VIII Chain (max 150, field +50%), grants [ATK and MAG +30% (25s)] and [Quick Cast 1], grants [Linked Burst Mode VIII] and [Instant Cast 1] to the user","N","All allies","0","","Damage Reduction Barrier, ATB Reduction","Eternal Heart (VIII)","絆【スコール】","20350037"
