"Common Name","Effects","Default Duration","MND Modifier","Exclusive Status","ID"
"Dual Awoken Machine Mania Mode I (Edgar)","Machinist abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Machinist abilities, cast speed x2.00 for equipped Machinist abilities","15","-","Awoken Machine Mania","50650003"
"Dual Awoken Machine Mania Mode II (Edgar)","Machinist abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Machinist abilities, causes [Imperil Lightning 20% (15s)], [Imperil Fire 20% (15s)] and [Imperil Poison 20% (15s)] after using Machinist abilities if 0-3 FF6 allies are alive, grants [Critical Damage +50% (15s)] and [ATK, DEF, MAG and RES +30% (8s)] to all allies if 4+ FF6 allies are alive, lasts for 1 turn","-","-","Dual Awoken Machine Mania Mode I (Edgar), Awoken Machine Mania","50650004"
"Change Machinery","Grants [Attach Poison]/[Attach Fire]/[Attach Lightning] after using a Poison/Fire/Lightning ability, lasts for 1 turn","15","-","-","50651"
"Iron Allegiance","Samurai abilities deal 15/30/50% more damage after using 0/1/2 Samurai abilities. Casts Flashfire Slash after using 4 Samurai abilities, removes Iron Allegiance","15","-","-","50653"
"Assassin's Blade Mode","Casts Pyre Flame after using a Fire attack, removed after using three Fire attacks","15","-","-","50658"
"Scorching Shot Follow-Up","Casts Scorching Shot after using two Fire attacks","15","-","-","50659"
"Footwork Mode","Critical chance =100%, cast speed x2.00, casts Streaking Fist after using three Monk attacks, removed if user hasn't any Physical Blink","15","-","-","50660"
"Heaven and Earth Follow-Up","Casts Heaven and Earth after using three Earth attacks","15","-","-","50661"
"Awoken Life","Ice and Lightning abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Ice and Lightning abilities","15","-","-","50662"
"Dual Awoken Life Mode I: Vivi","Ice and Lightning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Ice and Lightning abilities, cast speed x2.00 for Ice and Lightning abilities","15","-","Awoken Life","50662001"
"Dual Awoken Life Mode II: Vivi","Ice and Lightning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Ice and Lightning abilities, grants [Triplecast Ice/Lightning 1] to the user after using Ice and Lightning abilities, lasts for 1 turn","-","-","Dual Awoken Life Mode I: Vivi, Awoken Life","50662002"
"Twin Element Mode (Ice/Lightning)","Grants [Attach Ice] after using a Ice ability, grants [Attach Lightning] after using a Lightning ability, lasts for 1 turn","15","-","-","50663"
"Awoken Torrent","Water abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Water abilities","15","-","-","50664"
"Sunleth Strike Follow-Up","Casts Sunleth Strike (Sharpshooter/Thief) after using a Sharpshooter or Thief ability, casts Sunleth Strike (Dragoon) after using a Dragoon ability","15","-","-","50665"
"Awoken Instructor","Water and Poison abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Water and Poison abilities","15","-","-","50666"
"Dual Awoken Instructor Mode I (Quistis - Poison)","Poison abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Poison abilities, casts Dual Bio Fragrance after using equipped Poison abilities","15","-","Awoken Instructor","50666001"
"Dual Awoken Instructor Mode II (Quistis - Poison)","Poison abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Poison abilities, grants [Instant Cast 2] after using a Poison ability, lasts for 1 turn","-","-","Dual Awoken Instructor Mode I (Quistis - Poison), Awoken Instructor","50666002"
"Dual Awoken Instructor Mode I (Quistis - Water)","Water abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Water abilities, grants [Quick Cast 1] to all allies in the character's row after using Water abilities","15","-","Awoken Instructor","50666003"
"Dual Awoken Instructor Mode II (Quistis - Water)","Increase the damage/healing cap by 10000, Water abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Water abilities, causes [Imperil Prismatic 20% (15s)] after using a Water ability (max 1 chase), lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Instructor Mode I (Quistis - Water)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Instructor Mode I (Quistis - Water), Awoken Instructor","50666004"
"Water/Poison Switch Draw","Grants [Attach Water] after using a Water ability, grants [Attach Poison] after using a Poison ability, lasts for 1 turn","15","-","-","50667"
"Lesson Time","Grants [40% Damage Reduction Barrier 1] to all allies after using a Water or Poison attack","15","-","-","50668"
"Chain Materia Mode II (Water/Earth)","Grants [Attach Water with Stacking]/[Attach Earth with Stacking] after using a Water/Earth ability, lasts for 1 turn","15","-","-","50669"
"Twin Jewel Mode II (Ice/Lightning)","Grants [Attach Ice with Stacking]/[Attach Lightning with Stacking] after using a Ice/Lightning ability, lasts for 1 turn","15","-","-","50670"
"Awoken Cry","White Magic abilities don't consume uses, cast speed x3.00 for White Magic abilities, grants [HP Stock (500)]/[HP Stock (1000)]/[HP Stock (1500)]/[HP Stock (2000)]/[HP Stock (3000)] to all allies after using White Magic abilities at rank 1/2/3/4/5","15","-","-","50671"
"Dual Awoken Cry Mode I (Porom)","Cast speed x2.00 White Magic abilities, grants [HP Stock (500)]/[HP Stock (1000)]/[HP Stock (1500)]/[HP Stock (2000)]/[HP Stock (3000)] to all allies after using White Magic abilities at rank 1/2/3/4/5","15","-","Awoken Cry","50671001"
"Dual Awoken Cry Mode II (Porom)","Cast speed x9999999 for White Magic abilities, restores HP (55) to all allies after using White Magic abilities, grants [Magical Instant Cast 1] and [Last Stand] to all allies after using White Magic abilities, lasts for 1 turn","-","-","Dual Awoken Cry Mode I (Porom), Awoken Cry","50671002"
"Flame Dance Follow-Up","Casts Flame Dance after using two Fire attacks","15","-","-","50672"
"Crimson Wildfire Follow-Up","Casts Crimson Wildfire after using two Fire attacks","15","-","-","50674"
"Double Crystarium Mode II (Ice/Water)","Grants [Attach Ice with Stacking]/[Attach Water with Stacking] after using a Ice/Water ability, lasts for 1 turn","15","-","-","50675"
"Spellblade Assault Mode","Grants [Attach Fire with Stacking]/[Attach Lightning with Stacking]/[Attach Ice with Stacking] after using a Fire/Lightning/Ice ability, lasts for 1 turn","15","-","-","50677"
"Prepare to Charge","After using two Fire/Lightning/Ice Spellblade abilities, grants [Attach Fire]/[Attach Lightning]/[Attach Ice] if the triggering ability deals Fire/Lightning/Ice damage","15","-","-","50678"
"Awoken Frog-Catcher","Support abilities don't consume uses, cast speed x3.00 for Support abilities, restores 1000 HP to the user after using Support abilities","15","-","-","50679"
"Dual Awoken Frog-Catcher Mode I (Quina)","Cast speed x2.00 for Support abilities, casts Dual Frog Guard after using Support abilities","15","-","Awoken Frog-Catcher","50679001"
"Dual Awoken Frog-Catcher Mode II (Quina)","Cast speed x9999999 for Support abilities, casts Dual Legendary Frog after using a support ability, lasts 1 turn","-","-","Dual Awoken Frog-Catcher Mode I (Quina), Awoken Frog-Catcher","50679002"
"Gold Frog Follow-Up","Grants [100% Critical 1] and [Critical Damage +50% 1] to all allies and casts Frog Stomp after using three Support abilities","15","-","-","50680"
"Power Throw Counter Mode","Grants [Overflow Fire Radiant Shield: 125%]/[Overflow Fire Radiant Shield: 200%]/[Overflow Fire Radiant Shield: 300%] after using 1/2/3+ Fire attacks","15","-","-","50681"
"Chase Blade Follow-Up","After using two of either Renzokuken Ice Strike/Renzokuken Ice Wave, casts Tsuigekiken Ice Rift/Tsuigekiken Iceberg if the triggering ability is Renzokuken Ice Strike/Renzokuken Ice Wave","15","-","-","50682"
"Ice Age Follow-Up","Casts Ice Age after using three Ice attacks","15","-","-","50683"
"Max Pain Follow-Up","Casts Max Pain after using two Dark or Ice attacks","15","-","-","50684"
"Dark/Ice Switch Draw Mode","Grants [Attach Dark] after using a Dark ability, grants [Attach Ice] after using an Ice ability, lasts for 1 turn","-","-","-","50685"
"Awoken Laguna Mania","Dark and Ice abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Dark and Ice abilities","15","-","-","50686"
"Dual Awoken Laguna Mania Mode I (Kiros)","Dark and Ice abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Dark and Ice abilities, cast speed x2.00 for equipped Dark and Ice abilities, grants [Critical Damage +50% 1] to all allies with any Attach Dark or Attach Ice after using two Dark or Ice abilities","15","-","Awoken Laguna Mania","50686001"
"Dual Awoken Laguna Mania Mode II (Kiros)","Increase the damage/healing cap by 20000, Dark and Ice abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Dark and Ice abilities, cast speed x9999999 for Dark and Ice abilities, critical chance =100%, lasts for 3/3/2/1/0 turns if the user had [Dual Awoken Laguna Mania Mode I (Kiros)] for 1/2/3/4/5+ turns","-","-","Dual Awoken Laguna Mania Mode I (Kiros), Awoken Laguna Mania","50686002"
"Dual Awoken Laguna Mania Mode I: Kiros v2","Dark and Ice abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Dark and Ice abilities, casts Dual Turbulent Slash after using Dark or Ice abilities (max 3)","15","-","Awoken Laguna Mania","50686003"
"Dual Awoken Laguna Mania Mode II: Kiros v2","Dark and Ice abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Dark and Ice abilities, casts Dual Boring Life after using Dark or Ice ability, lasts for 1 turn","-","-","Dual Awoken Laguna Mania Mode I: Kiros v2, Awoken Laguna Mania","50686004"
"Awoken Laguna Freak","Water, Ice and Earth abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Water, Ice and Earth abilities","15","-","-","50687"
"Dual Awoken Laguna Freak Mode I (Ward)","Water, Ice and Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Water, Ice and Earth abilities, cast speed x2.00/2.50/3.00 for equipped Water, Ice and Earth abilities after using 1/2/3+ Water, Ice or Earth abilities","15","-","Awoken Laguna Freak","50687001"
"Dual Awoken Laguna Freak Mode II (Ward)","Water, Ice and Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Water, Ice and Earth abilities, casts Dual Anchor Crash after using a Water, Ice or Earth ability, lasts for 1 turn","-","-","Dual Awoken Laguna Freak Mode I (Ward), Awoken Laguna Freak","50687002"
"Career Change Mode","Grants [Attach Water] after using a Water ability, grants [Attach Ice] after using an Ice ability, grants [Attach Earth] after using an Earth ability, lasts for 1 turn","-","-","-","50688"
"Maximum Anchor Follow-Up","Casts Maximum Anchor after using three Water, Ice or Earth attacks","15","-","-","50689"
"Switch Draw Mode II (Dark/Ice)","Grants [Attach Dark with Stacking]/[Attach Ice with Stacking] after using a Dark/Ice ability, lasts for 1 turn","-","-","-","50690"
"Katar Flurry","Grants [Quick Cast 1] to all allies in the character's row after using a Dark or Ice attack","15","-","-","50691"
"Career Change Mode II","Grants [Attach Water with Stacking]/[Attach Ice with Stacking]/[Attach Earth with Stacking] after using a Water/Ice/Earth ability, lasts for 1 turn","-","-","-","50692"
"Status Level in Synchro Mode","Sets a general status value to a certain value when entering Synchro Mode, all levels are removed if user hasn't Synchro Mode","-","-","-","50693"
"Increase Status Level","Increases status level depending on coded effects","-","-","-","50694 "
"Decrease Status Level","Decreases status level depending on coded effects","-","-","-","50695"
"Set Status Level","Sets status level depending on coded effects","-","-","-","50696"
"Awoken Cornelian Princess","White Magic and Bard abilities don't consume uses, cast speed x3.00 for White Magic and Bard abilities, casts Healing Voice after using a White Magic or Bard ability","15","-","-","50698"
"Dual Awoken Cornelian Princess Mode I (Sarah)","Cast speed x2.00/x2.50/x3.00 for White Magic and Bard abilities after using 1/2/3+ White Magic or Bard abilities, casts Dual Healing Song after using White Magic and Bard abilities","15","-","Awoken Cornelian Princess","50698001"
"Dual Awoken Cornelian Princess Mode II (Sarah)","Cast speed x9999999 for White Magic and Bard abilities, casts Dual Healing Warsong after using White Magic and Bard abilities, lasts for 1 turn","-","-","Dual Awoken Cornelian Princess Mode I (Sarah), Awoken Cornelian Princess","50698002"
"Quartz Eye Mode II","Grants [Attach Fire with Stacking]/[Attach Ice with Stacking]/[Attach Lightning with Stacking] after using a Fire/Ice/Lightning ability, lasts for 1 turn","-","-","-","50699"
"Defend","Reduces all damage taken by 50%, removed upon taking any action","-","-","-","506"
"Quartz Eye Follow-Up","After using two Fire/Ice/Lightning Witch abilities, grants [Attach Fire]/[Attach Ice]/[Attach Lightning] if the triggering ability deals Fire/Ice/Lightning damage","15","-","-","50700"
"Twin Element Mode (Thief (I))","Grants [Attach Wind] after using a Wind ability, grants [Attach Poison] after using an Poison ability, lasts for 1 turn","-","-","-","50701"
"Awoken Rogue","Thief and Celerity abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Thief and Celerity abilities","15","-","-","50702"
"Dual Awoken Rogue Mode I (Thief (I))","Thief and Celerity abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Thief and Celerity abilities, cast speed x1.50/x2.00/x2.50/x3.00 and 5%/10%/15%/20% additional critical damage for equipped Thief and Celerity abilities after casting 1/2/3/4+ Thief or Celerity abilities","15","-","Awoken Rogue","50702001"
"Dual Awoken Rogue Mode II (Thief (I))","Thief and Celerity abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x9999999 for Thief and Celerity abilities, grants [100% Critical (15s)] to all allies after using Thief or Celerity abilities, lasts for 1 turn","-","-","Dual Awoken Rogue Mode I (Thief (I)), Awoken Rogue","50702002"
"Stealthy Prowl Follow-Up","Casts Stealthy Prowl after using two Thief or Celerity abilities","15","-","-","50703"
