"Character","Source","Name","Synchro Ability Slot","Synchro Condition","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","Synchro Condition ID"
"Ayame","Winter Moon Blossom","Tachi: Yukikaze","1","Samurai","PHY","Single enemy","Physical","4.50","Ice, NE","1.65","Five single attacks (0.90 each), 100% additional critical chance if user has any Retaliate, removes [Blade Drawn] from the user","Y","Lowest HP% enemy","90","Samurai","七之太刀・雪風","31540074","12"
"Ayame","Winter Moon Blossom","Meikyo Shisui (XI)","2","Samurai","NAT","Self","","","","0.01","Grants [Critical Damage +50% 1], [Samurai +30% Boost 1], [High Retaliate] and [Blade Drawn]","N","Self","70","Samurai","明鏡止水【XI】","31540075","12"
"Ayame","Tachi: Hyosai","Tachi: Enpi","1","Samurai","PHY","Single enemy","Physical","5.40","Ice, NE","1.65","Six single attacks (0.90 each), grants [100% Critical 1] to the user","Y","Lowest HP% enemy","90","Samurai","壱之太刀・燕飛","31541835","12"
"Ayame","Tachi: Hyosai","Hagakure Kaiden: Kasha","2","Samurai","PHY","Single enemy","Physical","6.00","Ice, NE","1.65","One single attack (6.00) capped at 99999, causes [Imperil Ice 10% (15s)] every second activation, grants [Samurai Quick Cast 1] to the user every second activation","Y","Lowest HP% enemy","90","Samurai","葉隠皆伝・花車","31541836","12"
"Aphmau","Automaton Band","Heart of Ovjang","1","White Magic, Monk","NAT","Single ally","","","","0.01","Restores HP (85), removes negative effects","N","Lowest HP% ally","70","Monk","ハートオブアヴゼン","31540200","1007"
"Aphmau","Automaton Band","Heart of Mnejing","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","ハートオブメネジン","31540201","2"
"Curilla","Knights of Round","Savage Blade","1","Holy","PHY","Single enemy","Physical","5.40","Holy, NE","1.65","Six single attacks (0.90 each), grants [Holy Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Knight","サベッジブレード","31540665","106"
"Curilla","Knights of Round","Angel's Wings","2","Holy","PHY","Single enemy","Physical","2.40","Holy, NE","0.01","Three single attacks (0.80 each), grants [Quick Cast 2] to the user, grants [ATK, DEF and RES +50% (8s)] to all allies if the user has Temple Knight level 1 or 2, causes Temple Knight -1 to the user","Y","Lowest HP% enemy","60","Knight","エンゼルウィング","31540666","106"
"Lion","Mandalic Stab","Trailing Stab","1","Water","PHY","Single enemy","Physical","4.80","Water, NE","1.20","Six single attacks (0.80 each), causes [Imperil Water 10% (15s)]","Y","Lowest HP% enemy","70","Thief","バックスタッブ","31540673","105"
"Lion","Mandalic Stab","Assassin's Charge","2","Water","PHY","Single enemy","Physical","5.40","Water, NE","1.20","One single attack (5.40) capped at 99999, grants [Water Ability +30% Boost 2] to the user","Y","Lowest HP% enemy","70","Thief","アサシンチャージ","31540674","105"
"Zeid","Scourge (XI)","Red Delirium","1","Dark","PHY","Single enemy","Physical","5.40","Dark, NE","1.65","Six single attacks (0.90 each), grants [Dark Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Darkness","レッドデリリアム","31540669","107"
"Zeid","Scourge (XI)","Dark Blood","2","Dark","PHY","Single enemy","Physical","6.00","Dark, NE","1.65","One single attack (6.00) capped at 99999, heals the user for 20% of the damage dealt if the user has Blood Weapon level 1, causes Blood Weapon -1 to the user","Y","Lowest HP% enemy","90","Darkness","暗黒ラスリゾブラッド","31540670","107"
"Prishe","Hundred Fists","Martial Arts","1","Monk","PHY","Single enemy","Physical","5.40","Lightning, Ice, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Monk","マーシャルアーツ","31541204","9"
"Prishe","Hundred Fists","Coiled Kick","2","Monk","PHY","Single enemy","Physical","6.00","Lightning, Ice, NE","1.65","One single attack (6.00) capped at 99999, grants [100% Critical 2] if 4+ FF11 allies are alive","Y","Lowest HP% enemy","90","Monk","猫足蹴撃","31541205","9"
"Lilisette","Rousing Samba","Repeating Samba","1","Celerity, Dancer","NAT","Single enemy","","","","1.65","Causes [DEF and RES -50% (15s)]/[ATK and MAG -50% (15s)] every 1+2n/2+2n activations, grants [Quick Cast 1] to the user","N","Lowest HP% enemy","100","Dancer","レペティションサンバ","31541200","1018"
"Lilisette","Rousing Samba","Healing Samba","2","Celerity, Dancer","NAT","All allies","","","","1.65","Restores 1500 HP, grants [Quick Cast 1] to the user","N","All allies","100","Dancer","ヒーリングサンバ","31541201","1018"
"Arciela","Dignified Awe","Harmonic Dread","1","Ice, Lightning, Water, Wind","BLK","Single enemy","Magical","18.30","Ice, Lightning, Water, Wind, NE","1.65","Six single attacks (3.05 each), followed by one single attack (16.40) capped at 99999 if the user has Amity level 1, causes Amity -1 to the user","Y","Lowest HP% enemy","90","Black Magic","ハーモニックドレッド","31541937","2021"
"Arciela","Dignified Awe","Expunge Magic","2","Ice, Lightning, Water, Wind","BLK","Single enemy","Magical","16.40","Ice, Lightning, Water, Wind, NE","1.65","One single attack (16.40) capped at 99999, grants [Ice/Lightning/Water/Wind Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Witch","エクスパンジマジック","31541938","2021"
"Ashe","Saintly Pride","Fulminating Glory","1","Lightning","BLK","Single enemy","Magical","16.40","Lightning, NE","1.65","One single attack (16.40) capped at 99999","Y","Lowest HP% enemy","90","Black Magic","荘厳たる雷光","30541137","102"
"Ashe","Saintly Pride","Radiant Flash","2","Lightning","BLK","Single enemy","Magical","9.15","Lightning, NE","1.65","Three single attacks (3.05 each), grants [Buff Lightning 10% (15s)] and [Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Black Magic","煌めきの閃光","30541138","102"
"Ashe","Channeling Bolt","Dancing Thunder","1","Lightning","BLK","Single enemy","Magical","18.30","Lightning, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","天舞雷鳴","31540230","102"
"Ashe","Channeling Bolt","Exorcising Flash","2","Lightning","BLK","Single enemy","Magical","3.05","Lightning, NE","1.65","One single attack (3.05), grants [Lightning Ability +50% Boost 1] and [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Black Magic","破魔閃光","31540231","102"
"Penelo","Shining Vindication","Clairvoyance","1","Dancer","NAT","All allies","","","","0.01","Grants [40% Damage Reduction Barrier 1] and [HP Stock (1000)]","N","All allies","70","Dancer","メイジステップ","30549145","15"
"Penelo","Shining Vindication","Healing Rumba","2","Dancer","NAT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","Dancer","ヒールルンバ","30549146","15"
"Penelo","Scales of Fate","Wind Waltz","1","Dancer","WHT","Single enemy","Magical","9.30","Wind, NE","1.65","Three single attacks (3.10 each), restores HP (17.5/20/25) if 0-2/3-4/4+ allies have any Attach Wind","Y","Lowest HP% enemy","70","White Magic","ウィンドワルツ","31541461","15"
"Penelo","Scales of Fate","White Dance (XII)","2","Dancer","WHT","Single ally","","","","0.01","Restores HP (105), grants [Quick Cast 1]","N","Lowest HP% ally","70","Dancer","ホワイトダンス【XII】","31541462","15"
"Gabranth","Vengeful Judgment","Divine Arbiter","1","Dark","PHY","Single enemy","Physical","5.70","Dark, NE","1.65","Six single attacks (0.85/0.95 each) at Heavy Charge 0/2","Y","Lowest HP% enemy","90","Heavy","ジャッジ・ヘヴン","30549393","107"
"Gabranth","Vengeful Judgment","Infernal Arbiter","2","Dark","PHY","Single enemy","Physical","2.70","Dark, NE","1.65","Three single attacks (0.90 each), grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","ジャッジ・ヘル","30549394","107"
"Vaan","Head Strike","Twisting Hazard","1","Thief","PHY","Single enemy","Physical","4.80","Wind, NE","0.83","Six single attacks (0.80 each), grants [40% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","70","Thief","ツイストハザード","31540251","10"
"Vaan","Head Strike","Eager Notus","2","Thief","PHY","Single enemy","Physical","2.40","Wind, NE","0.01","Three single attacks (0.80 each), causes [DEF, RES and MND -30% (8s)] if user has any Damage Reduction Barrier","Y","Lowest HP% enemy","60","Thief","イーガーノトス","31540252","10"
"Vaan","Cruel Veil","Light Speed","1","Wind","PHY","Single enemy","Physical","4.80","Wind, NE","0.83","Six single attacks (0.80 each), grants [Wind Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","70","Thief","スピードオブライト","31541080","104"
"Vaan","Cruel Veil","Wind Velocity","2","Thief","PHY","Single enemy","Physical","5.34","Wind, NE","0.83","One single attack (5.34) capped at 99999, grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","70","Thief","ウィンドベロシティ","31541081","10"
"Fran","Boreal Sparkshot","Blink Arrow","1","Ice, Lightning","PHY","Single enemy","Physical","7.20","Ice, Lightning, NE","1.65","4/6/8 single ranged attacks (0.90 each) scaling with activations","Y","Lowest HP% enemy","90","Sharpshooter","瞬速の矢","31540325","2006"
"Fran","Boreal Sparkshot","Flowing Arrow","2","Ice, Lightning","PHY","Single enemy","Physical","0.90","Ice, Lightning, NE","0.01","One single ranged attack (0.90), grants [Instant Cast 2] to the user","Y","Lowest HP% enemy","60","Sharpshooter","流麗の矢","31540326","2006"
"Fran","Mist Frenzy","Hoarflash Bolts","1","Ice, Lightning","PHY","Single enemy","Physical","5.40","Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Sharpshooter","氷雷連閃","31542222","2006"
"Fran","Mist Frenzy","Hoarflash Snipe","2","Ice, Lightning","PHY","Single enemy","Physical","5.34","Ice, Lightning, NE","0.83","One single ranged attack (5.34) capped at 99999, grants [Sharpshooter +30% Boost 3] to the user if the user has Berserk level 1, causes Berserk -1 to the user","Y","Lowest HP% enemy","70","Sharpshooter","氷雷剛射","31542223","2006"
"Larsa","Amity Potion","Bottomless X-Potion","1","White Magic","WHT","Single ally","","","","0.01","Grants [HP Stock (6000)]","N","Lowest HP% ally","70","White Magic","無限エクスポーション","31540322","2"
"Larsa","Amity Potion","Bottomless Hi-Potion","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25), grants [HP Stock (3000)] if the user has Guest level 1, causes Guest -1","N","All allies","100","White Magic","無限ハイポーション","31540323","2"
"Balthier","Fierce Big Bang","Saturated Fire","1","Fire","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single ranged attacks (0.90 each), grants [Machinist +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Machinist","刹那のラピッドファイア","31540449","100"
"Balthier","Fierce Big Bang","Luminous Balefire","2","Fire","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 10% (5s)], grants [Quick Cast 1] to the user","Y","Lowest HP% enemy","70","Machinist","篝火のルミナス","31540450","100"
"Balthier","Flames of Disaster","Arc of Change","1","Fire","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Machinist","逆転のアーチ","31542027","100"
"Balthier","Flames of Disaster","Liberating Heat","2","Fire","NAT","Self","","","","0.01","Grants Reward +1","N","Self","70","Machinist","自由のカリエンテ","31542028","100"
"Basch","True Ruin Impendent","Demise of Evil","1","Holy, Fire","PHY","Single enemy","Physical","5.40","Holy, Fire, NE","1.65","Six single attacks (0.90 each), grants [Holy/Fire Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Knight","邪鬼の終焉","31540575","2012"
"Basch","True Ruin Impendent","Unsullied Blow","2","Holy, Fire","PHY","Single enemy","Physical","0.90","Holy, Fire, NE","1.65","One single attack (0.90), causes [ATK and MAG -50% (8s)], grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Knight","穢れ無き衝撃","31540576","2012"
"Basch","Brotherly Rift","Darklight Shockwave","1","Holy, Fire","PHY","Single enemy","Physical","5.40","Holy, Fire, Dark, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Knight","闇と聖炎の衝撃","31541084","2012"
"Basch","Brotherly Rift","Purging Shockwave","2","Holy, Fire","PHY","Single enemy","Physical","6.00","Holy, Fire, Dark, NE","1.65","One single attack (6.00) capped at 99999 with additional 20% critical damage, grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Knight","百鬼の衝撃","31541085","2012"
"Vayne","Steel Fusillade","Dark Domination","1","Dark","NAT","Single enemy","Hybrid","-","Dark, NE","1.65","Six single ranged hybrid attacks (0.90 or 3.05 each), damages the user for 25%/15%/5% max HP scaling with activations, grants [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Darkness","レヴィンプレッジ","31540597","107"
"Vayne","Steel Fusillade","Shadow Tactics","2","Dark","NAT","Single enemy","Hybrid","-","Dark, NE","1.65","One single ranged hybrid attack (6.00 or 16.40) capped at 99999, sets the user's HP to 1 if the user has [Scheming Statesman Mode], grants [Dark Ability +30% Boost 2] to the user if the user has [Scheming Statesman Mode]","Y","Lowest HP% enemy","90","Darkness","チャージソード","31540598","107"
"Reks","Dalmascan Hazard","Raven Pledge","1","Lightning","PHY","Single enemy","Physical","5.40","Lightning, NE","1.65","Six single attacks (0.90 each), grants [Lightning Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","レヴィンプレッジ","31540602","102"
"Reks","Dalmascan Hazard","Charging Sword","2","Lightning","PHY","Single enemy","Physical","2.40","Lightning, NE","0.01","Three single attacks (0.80 each), grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","60","Spellblade","チャージソード","31540603","102"
"Lightning","Gestalt Drive","Lightningfall","1","Lightning","PHY","Single enemy","Physical","8.00","Lightning, NE","1.20","5/10 single attacks (0.80 each) if user has Lightning Garb level 0/1, grants [Instant ATB 1] to the user if user has Lightning Garb level 1, set Lightning Garb level to 0","Y","Lowest HP% enemy","70","Celerity","襲雷","30546020","102"
"Lightning","Gestalt Drive","Lightning Howl","2","Lightning","PHY","Single enemy","Physical","2.40","Lightning, NE","0.83","Three single attacks (0.80 each), grants Lightning Garb +1 to the user","Y","Lowest HP% enemy","70","Celerity","雷吼","30546022","102"
"Lightning","Centuria of One","Holy Stormblade","1","Holy","PHY","Single enemy","Physical","7.20","Holy, NE","1.65","4/6/8 single attacks (0.90 each) scaling with activations","Y","Lowest HP% enemy","90","Knight","聖轟剣","31540238","106"
"Lightning","Centuria of One","Holy Razor Gale","2","Holy","PHY","Single enemy","Physical","2.40","Holy, NE","0.01","Three single attacks (0.80 each), grants [Physical High Quick Cast 1] to all allies in the front row","Y","Lowest HP% enemy","60","Celerity","聖真空破","31540239","106"
"Nabaat","Army Gear","Die For Me","1","Dark","BLK","Single enemy","Magical","18.30","Dark, NE","1.65","Six single attacks (3.05 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","90","Darkness","私の為に散りなさい","30549968","107"
"Nabaat","Army Gear","Requesting Reinforcement","2","Dark","BLK","Single enemy","Magical","9.15","Dark, NE","1.65","Three single attacks (3.05 each), causes [Imperil Dark 10% (15s)] every second activation","Y","Lowest HP% enemy","90","Darkness","増援を要請します","30549969","107"
"Serah","Transcendent Arrow","Etro Shot","1","Ice","BLK","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each), grants [Instant ATB 1] and [Instant Cast 1] to the user if user has Goddess Archer level 1, causes Goddess Archer -1 to the user","Y","Lowest HP% enemy","90","Black Magic","エトロシューティング","30541429","101"
